gpa,internships,projects,certifications,soft_skills_score,networking_score,career_readiness
5.68,3,3,0,3.62,2.0,0
8.62,0,5,1,5.0,3.33,1
9.57,0,1,1,5.98,4.96,1
7.58,0,1,2,3.33,7.43,0
5.37,1,0,2,3.85,5.01,0
8.11,1,1,1,2.3,4.74,0
6.6,1,4,1,4.48,4.53,0
6.84,1,4,2,3.61,4.98,1
8.13,2,3,3,9.79,8.82,2
7.75,4,2,0,8.51,4.83,1
7.01,0,4,3,8.18,4.47,1
6.85,0,1,5,2.91,5.08,0
7.63,1,1,3,5.15,3.65,0
7.09,0,1,1,3.09,1.88,0
6.39,1,5,3,9.19,1.52,1
7.17,2,4,4,7.16,3.55,1
7.84,2,3,3,3.39,7.36,1
7.32,0,4,0,6.24,7.33,1
6.09,2,1,0,2.53,2.77,0
8.49,2,2,0,5.23,4.68,1
5.0,3,4,0,5.15,5.26,1
7.05,1,5,3,6.98,3.55,1
6.88,2,3,1,7.48,7.62,1
7.65,2,1,3,5.54,6.52,1
8.06,0,6,2,5.05,5.72,1
8.63,2,2,2,1.0,5.14,0
6.79,2,2,0,8.62,1.87,0
8.09,0,1,1,4.18,7.71,0
7.7,1,0,0,5.7,6.16,0
5.79,1,3,4,10.0,5.82,1
9.4,2,3,1,3.11,3.52,1
6.06,0,2,0,5.54,3.7,0
7.92,1,1,0,6.49,5.99,0
7.89,0,3,2,7.68,7.2,1
7.78,2,2,2,5.5,8.45,1
7.01,2,2,5,7.85,3.53,1
8.33,1,1,1,4.67,4.68,0
5.94,1,5,0,6.59,1.0,0
7.43,1,6,3,6.33,1.0,1
6.94,1,2,1,5.32,6.05,0
6.82,2,4,1,6.15,3.29,1
7.93,0,5,4,3.75,1.05,1
8.58,2,0,2,4.9,2.67,0
7.16,2,5,1,2.93,5.69,1
8.28,3,3,5,4.62,5.77,1
7.55,0,3,1,7.78,1.73,0
6.61,1,3,0,6.34,7.47,1
7.24,0,2,1,6.12,3.61,0
7.2,3,4,0,2.3,5.55,1
6.8,2,4,1,6.14,5.08,1
7.93,2,1,3,5.37,4.98,1
7.73,2,3,5,6.57,3.13,1
5.91,0,6,3,8.27,4.95,1
5.85,2,5,4,4.68,5.54,1
7.92,3,3,1,4.87,4.6,1
6.68,0,1,1,7.34,5.2,0
7.8,4,2,0,4.29,7.2,1
8.28,3,1,2,5.67,4.06,1
6.23,4,4,1,1.51,6.31,1
6.09,3,4,0,4.88,4.58,1
9.17,0,5,4,8.11,7.85,2
7.85,1,0,0,6.17,2.19,0
7.08,0,6,3,7.3,7.61,1
6.57,2,6,0,7.41,3.94,1
6.99,0,4,2,8.2,9.22,1
6.31,3,5,2,4.81,5.87,1
8.38,0,2,1,7.38,6.7,1
6.72,0,2,0,10.0,4.68,0
8.59,0,1,2,5.45,6.36,1
7.1,2,0,2,2.86,6.36,0
6.46,0,0,1,4.31,4.72,0
7.07,0,4,1,6.44,6.53,1
5.0,0,2,0,2.18,1.0,0
7.38,1,0,1,3.98,3.71,0
7.33,4,1,4,4.84,5.04,1
8.32,1,3,0,5.72,6.0,1
5.61,0,6,2,9.09,6.94,1
8.66,0,2,2,6.88,4.49,1
8.32,0,4,3,3.27,4.22,1
8.75,1,6,0,10.0,6.74,2
7.45,0,4,2,5.47,7.3,1
8.51,0,4,2,2.14,6.48,1
6.03,0,3,0,3.42,4.69,0
8.21,1,6,0,3.44,10.0,1
6.73,2,2,3,2.8,5.16,0
5.85,0,4,1,6.53,5.43,0
6.38,2,2,0,1.0,8.27,0
7.51,2,1,2,7.46,8.06,1
6.68,3,4,1,7.13,6.42,1
7.88,0,4,0,4.59,3.2,0
5.69,2,5,1,7.33,5.23,1
5.37,3,5,1,3.31,6.03,1
8.87,4,4,2,3.82,8.9,2
8.4,3,3,1,6.6,10.0,1
6.45,0,6,0,5.08,3.8,0
7.5,4,1,2,4.25,6.71,1
8.52,3,0,3,5.27,3.37,1
7.92,0,2,2,8.14,4.75,1
7.65,0,3,0,8.06,3.27,1
8.6,4,4,0,6.35,8.34,2
6.77,0,4,4,4.79,5.48,1
7.53,2,0,0,6.54,5.59,0
7.48,1,4,1,3.78,5.1,1
7.23,2,3,2,7.84,5.75,1
7.11,0,6,3,7.4,5.82,1
7.57,2,2,4,9.36,3.63,1
7.53,1,3,1,3.9,1.62,0
6.45,3,4,5,3.65,2.35,1
8.3,0,3,0,6.6,1.78,0
6.52,0,1,3,4.95,5.39,0
7.28,0,0,1,7.5,3.37,0
7.2,0,1,4,8.14,6.96,1
7.86,4,3,4,8.91,5.48,2
5.38,0,3,3,5.62,1.33,0
8.39,0,3,2,7.26,4.18,1
6.82,3,4,1,4.47,1.0,1
8.72,0,0,2,5.93,2.71,0
7.02,0,1,0,5.39,4.02,0
7.45,2,4,3,5.29,3.11,1
9.41,1,4,0,9.15,8.77,2
7.22,3,4,1,2.82,6.5,1
8.74,2,4,1,5.49,4.34,1
7.54,0,6,3,5.61,7.85,1
7.92,1,6,1,6.79,3.05,1
7.57,3,3,2,3.31,4.34,1
8.35,1,2,1,4.9,6.71,1
6.81,2,0,1,4.31,2.77,0
6.52,1,3,2,1.0,6.37,0
6.86,1,2,0,7.82,5.59,1
7.6,2,1,2,2.56,6.18,0
7.28,0,1,1,2.29,8.59,0
8.21,1,6,5,7.4,5.91,2
8.8,0,0,1,4.83,5.25,0
6.52,2,4,1,4.9,2.01,0
6.77,2,5,4,4.94,5.42,1
6.06,1,4,4,7.65,4.04,1
9.53,0,0,2,4.4,4.75,0
7.8,4,5,0,6.69,4.05,1
7.98,1,3,1,3.22,5.98,1
6.16,0,2,2,6.16,3.02,0
7.5,0,3,1,7.31,5.42,1
8.01,1,1,0,8.31,2.92,0
7.25,0,4,2,2.4,1.4,0
8.58,3,5,0,4.91,4.32,1
9.81,2,3,4,8.7,5.93,2
6.55,0,6,0,7.34,3.45,1
6.48,1,2,5,5.1,5.27,1
6.62,0,5,2,5.51,4.27,1
9.11,0,4,5,6.09,2.93,1
8.54,2,1,3,4.75,6.11,1
7.36,0,5,0,6.59,3.7,1
7.54,3,5,1,6.48,5.75,1
6.68,1,2,0,3.27,2.08,0
8.39,0,4,3,4.52,5.27,1
7.12,4,1,0,4.59,6.25,1
7.24,1,0,3,4.99,5.7,0
8.11,0,1,4,6.04,6.79,1
7.31,1,3,1,5.86,6.29,1
7.27,4,0,2,4.06,5.6,1
7.51,1,1,4,8.18,6.69,1
8.3,1,6,3,5.51,4.25,1
9.15,1,3,0,8.43,6.04,1
8.09,0,4,1,8.38,5.04,1
8.3,0,1,2,3.38,8.7,0
7.3,1,1,1,4.52,5.55,0
6.79,3,4,2,4.67,2.43,1
8.15,2,2,5,6.13,5.51,1
7.67,0,3,2,6.95,3.1,1
6.08,1,6,1,5.79,6.46,1
7.17,0,2,0,4.4,6.49,0
7.42,1,3,4,8.8,3.78,1
6.99,2,3,1,4.62,2.92,0
8.98,0,1,0,6.98,5.27,0
7.98,3,4,2,5.43,3.19,1
8.87,1,3,2,5.37,3.32,1
7.76,2,1,1,6.85,3.99,1
7.58,3,2,2,8.59,6.25,1
6.56,2,3,2,6.11,2.03,1
7.51,3,3,0,4.52,3.49,1
7.51,3,6,1,8.46,9.8,2
6.13,1,4,3,6.49,8.91,1
6.96,0,2,1,5.84,7.42,0
7.18,0,6,5,7.56,5.09,1
7.91,3,4,1,6.14,6.5,1
7.96,0,0,2,10.0,4.23,1
6.92,4,1,2,5.5,1.0,1
7.97,1,1,2,7.8,3.86,1
7.32,2,1,0,6.38,4.05,0
5.0,1,3,2,6.38,5.06,0
7.02,4,2,5,4.78,5.97,1
8.58,0,6,1,4.79,8.3,1
5.82,1,3,0,6.49,5.06,0
7.61,3,1,0,3.76,2.99,0
9.09,0,6,1,4.35,4.61,1
6.74,0,3,0,5.53,6.29,0
7.5,3,0,3,7.98,4.78,1
6.2,3,1,5,5.66,3.39,1
9.13,0,4,4,5.63,6.05,1
7.42,1,3,1,3.38,2.71,0
7.55,0,3,2,8.89,3.24,1
8.85,0,5,1,7.71,5.83,1
8.16,2,4,0,7.94,3.43,1
6.62,0,5,2,2.59,4.29,0
6.85,1,4,0,6.2,5.03,1
7.99,0,4,0,3.62,4.92,0
6.88,3,1,3,7.04,3.06,1
5.38,1,3,3,6.14,5.66,1
7.45,0,2,4,6.54,3.16,1
6.02,4,3,1,4.07,8.3,1
9.12,3,2,4,3.42,4.2,1
7.68,0,3,1,4.22,6.22,0
6.59,4,2,0,6.12,6.47,1
6.8,0,3,2,5.02,4.29,0
5.61,0,2,2,6.01,3.07,0
6.4,1,5,1,3.45,6.46,1
8.52,0,2,3,5.49,2.15,0
9.73,2,4,1,8.29,2.46,1
8.23,1,3,4,6.16,6.21,1
7.41,3,2,0,6.29,4.6,1
7.07,0,4,3,6.31,3.59,1
6.54,0,5,4,4.48,4.0,1
9.56,1,4,2,8.76,3.41,1
7.31,0,6,4,6.21,9.36,1
9.62,4,2,2,5.85,7.04,1
8.89,2,5,0,6.87,3.35,1
5.76,2,5,2,7.38,4.37,1
6.83,2,4,2,3.01,6.19,1
6.83,0,5,0,5.61,3.05,0
7.42,0,4,1,9.97,3.88,1
7.44,1,3,0,8.81,4.4,1
10.0,3,3,1,5.29,3.24,1
6.42,1,2,5,6.96,7.19,1
7.73,0,3,4,4.85,3.57,1
8.12,2,2,2,6.21,4.77,1
7.5,0,4,1,4.58,5.23,1
7.61,1,3,1,4.55,8.17,1
6.46,0,2,0,4.32,4.83,0
7.61,1,1,1,8.86,9.27,1
8.01,1,2,3,4.54,4.27,1
7.83,3,3,2,7.78,4.56,1
8.07,2,2,2,4.64,6.87,1
8.91,0,0,0,4.41,8.84,0
8.44,2,2,4,6.28,4.47,1
7.57,2,2,1,2.9,7.47,1
6.33,2,2,1,6.83,6.69,1
6.9,4,2,1,5.23,3.48,1
7.28,3,4,1,4.4,4.96,1
7.75,0,4,2,3.97,4.92,1
7.02,1,6,2,9.44,2.94,1
6.56,1,1,2,5.43,5.33,0
6.31,1,2,0,5.35,5.16,0
5.85,4,0,5,7.25,5.75,1
7.27,2,3,3,3.82,5.14,1
6.03,1,0,4,7.77,3.67,0
6.5,4,1,0,5.43,9.89,1
7.11,2,3,4,2.73,5.43,1
6.16,0,2,3,4.44,7.6,0
7.88,3,3,2,3.31,5.88,1
8.24,1,3,0,5.66,8.01,1
6.95,1,5,1,3.91,3.45,1
7.06,1,2,3,3.69,4.82,0
8.04,4,2,1,6.08,4.1,1
6.79,0,3,2,5.59,3.86,0
6.72,1,0,3,7.92,5.54,0
8.7,2,0,3,7.83,4.51,1
8.38,3,3,1,5.62,2.15,1
8.1,0,1,4,6.5,4.39,1
8.43,0,0,1,2.68,4.23,0
5.52,4,4,3,6.89,6.76,1
8.85,2,4,1,6.32,2.11,1
7.89,1,1,1,7.41,3.97,0
8.51,1,3,1,4.89,3.5,1
7.89,1,6,3,4.9,6.49,1
7.55,2,2,2,4.92,3.91,1
7.22,1,4,0,8.37,7.09,1
7.87,2,1,0,6.07,4.91,1
7.19,0,6,2,2.51,5.98,1
8.37,3,0,1,6.79,7.21,1
5.91,0,2,1,4.57,2.6,0
6.96,3,6,3,7.67,4.51,2
9.54,0,4,1,6.58,5.84,1
6.87,0,1,0,7.98,5.4,0
7.26,0,4,1,7.58,2.41,1
6.62,0,5,2,7.37,6.39,1
7.84,1,3,2,7.77,5.1,1
6.76,2,1,0,7.13,5.26,0
7.31,3,2,2,4.11,4.56,1
8.35,1,6,1,3.21,1.0,1
6.8,1,1,1,3.84,6.09,0
8.29,1,2,0,6.96,6.18,1
8.32,3,1,1,1.05,4.16,0
8.55,0,1,2,5.47,2.03,0
7.64,1,3,0,4.97,3.93,0
10.0,0,2,5,7.95,6.99,1
8.55,0,0,5,5.27,4.18,0
7.82,1,1,1,4.76,5.05,0
6.62,0,0,2,8.13,4.33,0
7.4,0,0,2,5.32,5.63,0
8.93,3,1,0,4.99,2.37,1
9.21,0,4,1,4.52,4.6,1
8.98,2,0,5,6.07,7.19,1
8.29,1,2,0,4.84,3.17,0
6.24,3,3,2,4.84,4.45,1
7.99,2,4,2,8.4,7.11,1
6.26,0,4,0,5.6,6.49,0
6.01,3,6,2,4.6,5.9,1
7.74,1,2,4,3.51,5.78,1
8.02,0,0,0,5.9,5.75,0
8.4,2,0,0,4.38,4.54,0
8.0,2,1,1,4.76,7.2,1
8.03,1,6,3,3.8,4.06,1
6.52,1,3,2,5.89,3.01,0
7.4,0,4,2,2.89,2.23,0
5.99,1,6,3,6.32,3.77,1
5.5,4,5,5,4.41,3.74,1
8.24,1,2,0,6.93,3.58,1
6.75,4,5,3,6.47,2.65,1
8.37,0,2,1,5.71,5.75,1
8.61,2,1,0,7.19,3.11,1
6.88,4,3,1,8.61,6.1,1
8.09,2,5,1,8.04,6.44,1
6.84,0,4,4,2.88,10.0,1
5.65,1,2,2,4.29,4.09,0
7.62,0,5,2,4.53,4.68,1
7.03,2,3,0,6.78,3.51,1
7.06,4,4,0,4.46,2.66,1
9.48,1,2,4,4.38,4.16,1
5.97,0,1,3,4.03,3.45,0
7.88,0,2,2,6.1,2.63,0
6.51,1,5,1,6.77,5.47,1
8.41,1,6,0,3.08,2.86,1
7.8,0,2,5,4.47,6.13,1
7.88,2,1,0,1.71,6.71,0
6.56,0,0,1,1.0,3.27,0
6.73,2,4,2,6.47,7.8,1
8.43,1,3,4,6.13,5.8,1
9.27,0,3,0,5.84,4.85,1
7.98,2,0,3,8.67,1.44,1
6.6,2,1,1,2.15,1.57,0
7.84,1,5,2,1.34,8.15,1
9.93,2,3,0,3.25,7.64,1
7.6,1,1,4,1.26,8.2,0
8.96,0,1,3,4.27,8.71,1
6.76,4,2,5,6.67,7.75,1
7.46,4,0,2,6.09,5.48,1
8.12,0,0,4,7.56,6.12,1
7.9,4,4,2,6.24,3.63,1
6.73,2,2,2,4.69,5.48,1
6.69,0,2,0,4.45,6.49,0
8.49,1,3,3,6.37,6.53,1
8.69,0,2,1,2.44,4.75,0
9.01,1,3,2,1.0,1.0,0
9.3,4,5,2,6.28,1.97,2
7.63,1,2,3,5.97,5.95,1
7.19,1,4,2,8.64,3.99,1
8.85,0,2,2,6.89,6.33,1
8.21,1,1,2,6.12,2.57,0
6.52,3,0,2,4.88,7.72,1
6.47,0,4,1,3.88,3.12,0
7.99,1,2,3,4.94,7.95,1
7.32,1,4,3,7.41,1.9,1
7.47,2,1,2,6.43,6.21,1
8.57,2,3,0,7.37,3.14,1
8.26,2,0,1,5.71,4.98,0
8.83,1,2,3,3.7,7.15,1
5.57,1,3,4,7.82,6.8,1
7.75,2,0,1,7.64,3.35,0
8.19,2,2,4,5.87,3.77,1
5.97,1,3,1,6.61,1.85,0
6.85,3,4,4,6.5,1.42,1
6.66,0,4,4,4.56,3.33,0
7.52,0,1,2,4.98,3.29,0
9.13,4,0,5,3.68,1.99,1
9.52,0,2,2,4.97,4.59,1
6.69,3,2,1,7.56,4.94,1
8.03,2,2,3,7.18,4.97,1
8.06,3,2,0,6.62,3.4,1
7.89,1,2,1,7.42,3.84,1
7.9,3,3,1,4.77,4.37,1
7.8,2,0,2,3.15,6.63,0
9.19,1,2,3,5.19,3.65,1
8.6,1,2,3,5.34,1.64,1
6.44,0,2,4,6.85,4.36,0
8.3,0,4,4,6.52,4.13,1
8.39,4,2,2,7.52,1.77,1
7.81,0,1,4,1.47,4.2,0
8.63,2,5,1,3.9,3.23,1
7.69,1,2,3,5.32,4.84,1
7.7,1,1,0,6.46,5.84,0
7.62,4,4,0,9.69,3.93,1
5.48,0,3,1,3.55,6.02,0
7.42,1,6,0,4.08,4.39,1
6.83,1,5,5,4.65,4.47,1
6.31,0,4,2,4.01,4.38,0
8.93,0,1,4,3.72,4.61,0
8.0,2,3,2,5.59,2.25,1
7.47,0,1,2,7.47,1.34,0
6.94,3,3,1,5.74,7.24,1
7.8,2,5,5,3.78,5.42,1
8.49,0,0,0,5.11,3.91,0
6.67,0,5,2,3.42,7.13,1
7.5,0,3,5,7.47,10.0,1
8.37,2,1,3,8.44,2.0,1
5.56,1,5,3,2.31,4.92,0
7.44,0,3,1,5.96,6.33,1
7.07,1,2,2,3.94,1.74,0
7.37,1,3,0,5.63,1.95,0
7.0,2,1,1,5.33,6.91,1
7.64,0,1,0,2.82,4.89,0
9.42,0,3,3,7.92,3.61,1
7.18,1,5,5,5.2,1.72,1
7.79,2,4,3,4.56,5.65,1
9.49,2,5,3,5.73,2.2,1
6.95,0,5,2,3.76,2.96,0
9.31,0,0,0,5.13,3.09,0
7.51,2,4,3,1.83,4.32,1
9.28,0,4,1,1.0,2.8,0
8.25,1,2,2,3.56,3.1,0
7.81,1,2,4,4.44,6.89,1
7.43,0,4,1,1.99,5.34,0
6.88,1,6,1,4.51,5.03,1
7.58,0,6,0,4.43,5.87,1
8.4,1,3,3,5.38,2.88,1
7.49,0,4,1,6.73,5.73,1
7.18,1,3,2,8.92,5.85,1
7.25,1,5,1,6.36,2.95,1
8.49,0,3,3,3.53,6.19,1
8.73,2,6,4,6.83,5.47,2
6.83,2,6,1,8.3,5.52,1
6.83,4,2,3,3.26,8.33,1
7.88,0,6,0,3.37,5.24,1
9.03,0,4,0,2.66,3.15,0
8.65,1,2,1,4.37,5.26,1
6.25,3,0,1,6.25,5.03,0
7.24,1,4,5,8.47,2.78,1
6.57,1,1,3,7.28,1.0,0
7.23,2,2,4,6.27,4.87,1
9.1,0,3,0,5.59,6.89,1
6.08,1,0,3,6.28,6.91,0
5.88,1,2,2,6.4,5.57,0
6.67,2,4,0,8.11,8.14,1
7.79,2,0,3,5.46,5.35,1
8.12,1,3,4,6.02,4.61,1
7.94,2,1,4,4.68,5.41,1
8.68,1,5,4,5.73,3.53,1
5.74,0,2,0,4.99,2.47,0
8.69,3,4,4,3.12,3.04,1
7.19,2,4,4,7.25,4.04,1
8.23,4,5,2,8.48,6.73,2
6.18,2,3,0,5.43,2.11,0
7.5,0,3,1,6.16,3.05,0
7.74,1,0,0,7.22,6.61,0
8.66,1,3,0,5.21,4.29,1
5.91,0,3,4,5.88,4.6,0
7.53,1,3,5,5.07,4.25,1
6.41,1,1,4,4.4,8.87,1
8.01,0,3,1,6.54,6.12,1
8.28,3,3,2,6.53,5.5,1
8.79,0,3,2,7.35,5.39,1
6.96,1,3,2,5.49,5.82,1
8.43,2,2,1,3.1,8.7,1
8.86,2,3,4,7.72,4.25,1
5.86,0,2,3,4.03,5.34,0
8.11,2,4,3,4.0,5.06,1
8.46,2,4,0,4.44,6.81,1
7.24,3,2,1,2.01,8.41,1
6.29,1,2,2,5.06,3.82,0
8.44,0,4,2,6.74,5.91,1
6.3,2,4,4,4.63,5.35,1
7.32,0,0,0,8.18,2.21,0
7.46,2,2,0,8.05,6.94,1
8.22,2,2,4,7.28,8.13,1
6.87,2,4,2,1.63,6.64,1
6.82,4,1,2,8.37,3.74,1
7.6,1,4,4,5.03,2.29,1
8.51,3,3,3,8.86,6.28,2
9.79,2,5,3,4.29,2.84,1
5.99,0,6,0,5.22,3.04,0
7.82,2,3,2,5.68,5.42,1
6.41,2,4,2,3.64,6.47,1
8.52,4,4,2,2.26,4.33,1
6.56,0,5,2,1.0,4.59,0
6.83,1,3,0,10.0,4.78,1
6.91,3,1,1,2.16,3.17,0
7.42,0,6,2,2.19,4.24,1
7.82,2,0,2,6.64,1.77,0
7.98,1,6,0,2.65,6.47,1
7.49,0,2,4,2.28,10.0,1
6.17,0,3,1,1.0,5.12,0
8.23,3,6,2,6.09,7.38,2
7.45,0,4,2,3.36,4.48,0
8.66,2,3,3,6.79,2.31,1
6.79,2,2,1,5.35,9.5,1
5.9,2,2,0,5.67,3.31,0
7.47,1,0,1,4.59,6.89,0
8.8,0,3,0,4.95,5.43,1
7.66,3,2,1,3.71,7.37,1
7.3,0,1,2,3.9,4.87,0
6.63,0,2,2,3.31,2.67,0
9.26,4,6,0,8.53,3.67,2
6.47,1,5,2,4.71,9.7,1
6.77,0,2,0,1.0,5.64,0
8.07,4,6,4,6.02,9.35,2
5.64,0,3,2,3.89,4.26,0
8.77,0,2,2,5.41,6.43,1
8.12,1,2,1,4.96,2.43,0
8.4,2,5,2,8.48,5.06,2
8.06,3,2,1,4.73,9.45,1
7.34,2,1,5,7.13,3.43,1
6.44,4,6,0,6.92,3.62,1
7.36,0,4,2,2.77,6.66,1
6.52,2,4,3,5.88,5.23,1
7.99,0,4,2,3.98,8.79,1
8.31,3,4,2,3.08,4.52,1
8.98,4,1,4,3.09,5.14,1
7.87,1,4,1,7.14,5.63,1
8.42,3,2,0,10.0,2.85,1
7.2,2,1,4,3.89,2.4,0
7.02,0,6,0,5.93,2.22,1
7.97,2,0,3,6.12,1.0,0
7.11,4,0,0,4.44,4.83,0
7.77,1,2,0,8.32,2.4,1
6.44,0,5,1,9.89,3.92,1
6.62,4,6,4,4.3,7.04,2
8.14,1,1,0,8.97,3.11,1
8.39,1,2,1,4.41,6.38,1
6.51,2,4,1,3.56,1.84,0
8.17,2,3,0,5.22,3.63,1
6.97,1,2,0,7.24,8.48,1
7.52,0,2,4,5.29,4.14,0
8.92,3,3,2,6.98,7.58,2
8.31,1,0,1,5.95,9.71,1
8.3,2,4,1,8.21,4.16,1
9.41,3,2,0,6.56,3.67,1
6.8,0,4,1,8.56,1.0,0
6.51,3,4,1,3.78,5.58,1
6.78,2,3,4,5.09,5.76,1
7.25,4,4,1,5.5,6.54,1
5.15,0,0,1,3.79,7.78,0
7.29,1,2,2,3.49,2.95,0
6.96,2,3,1,6.26,8.74,1
8.28,4,4,3,6.83,4.44,2
7.85,4,5,3,5.73,5.73,2
6.9,1,2,0,7.62,4.87,0
8.09,1,4,4,3.29,3.46,1
8.22,0,1,1,4.72,2.6,0
6.73,2,1,0,3.14,5.42,0
7.01,3,2,2,5.78,3.07,1
5.27,2,5,3,6.48,4.56,1
6.41,1,3,0,8.18,4.18,1
6.76,4,3,1,3.15,4.28,1
7.57,0,4,4,6.24,1.4,1
6.55,1,0,2,8.37,1.0,0
6.99,1,1,2,3.5,6.68,0
6.27,1,1,2,3.03,7.25,0
7.67,2,1,2,2.55,1.0,0
7.93,2,3,2,6.75,5.84,1
7.9,0,2,0,4.05,5.43,0
7.51,0,4,1,6.46,2.35,0
5.96,1,5,2,5.07,6.8,1
6.88,2,5,3,9.1,7.28,2
7.09,1,1,3,7.08,7.12,1
7.1,1,3,2,3.89,8.49,1
7.57,0,0,2,4.9,7.0,0
8.93,2,2,1,7.08,3.34,1
8.31,1,3,3,3.36,5.03,1
6.51,1,2,4,7.86,5.77,1
8.18,1,4,3,5.0,8.04,1
8.14,0,5,4,7.12,4.5,1
6.69,0,0,4,5.11,3.74,0
8.35,0,6,1,4.45,1.69,1
7.34,2,0,2,4.13,6.75,0
6.09,0,6,2,8.96,5.42,1
7.96,0,3,2,4.91,3.27,0
7.72,4,0,3,10.0,6.54,1
7.27,1,2,1,5.8,4.32,0
7.46,1,2,0,3.8,2.35,0
6.78,1,4,1,2.33,7.66,1
8.11,0,1,0,7.97,1.0,0
7.46,0,4,1,5.11,5.29,1
7.67,3,2,0,7.15,4.78,1
7.86,1,6,0,10.0,1.72,1
6.35,2,2,2,6.84,5.65,1
6.61,4,4,2,6.17,3.61,1
5.29,0,4,2,7.95,8.37,1
8.06,2,1,0,7.11,7.01,1
6.29,0,0,5,2.97,5.44,0
7.63,1,3,0,8.17,1.0,1
7.87,3,4,2,5.41,3.89,1
8.1,0,4,4,8.58,3.73,1
6.3,4,2,4,6.51,7.42,1
7.43,1,5,2,7.88,5.36,1
9.17,1,5,1,5.05,5.63,1
9.21,0,4,3,2.47,7.03,1
8.49,1,0,2,6.63,8.26,1
7.84,1,1,3,7.45,7.92,1
6.49,0,6,1,4.39,6.09,1
8.22,1,4,4,5.09,4.46,1
7.34,0,3,4,1.07,5.87,0
8.06,4,5,3,5.19,4.93,2
6.87,1,0,4,3.0,6.57,0
7.33,1,4,2,6.53,3.86,1
7.66,2,3,0,6.17,6.81,1
7.75,2,5,2,5.53,5.09,1
7.99,3,4,2,8.15,5.77,1
6.92,4,3,2,5.98,2.61,1
6.16,0,0,1,5.89,4.45,0
9.12,1,5,2,6.14,5.89,1
9.99,2,4,0,4.33,4.64,1
7.95,0,2,3,7.48,1.0,0
6.18,2,6,4,3.67,2.53,1
6.73,0,2,0,6.35,5.68,0
8.01,3,2,3,7.94,8.01,1
8.84,2,6,0,3.45,4.53,1
6.29,1,3,2,2.82,4.02,0
7.38,1,5,4,3.41,7.1,1
7.7,4,5,0,9.13,5.02,2
8.36,2,3,0,4.28,6.49,1
7.16,3,2,5,3.1,4.41,1
5.94,3,5,0,6.23,4.19,1
8.12,0,3,1,1.0,6.64,0
8.62,0,3,2,3.59,6.34,1
7.42,0,3,0,8.33,4.36,1
7.91,2,0,0,3.59,2.75,0
7.03,2,0,3,4.98,1.66,0
6.65,1,3,2,6.09,1.93,0
8.53,4,4,1,6.09,3.73,1
7.89,0,3,2,4.43,5.63,1
7.99,2,1,1,6.59,1.67,0
9.0,1,2,1,8.39,1.8,1
6.45,1,4,5,3.38,5.76,1
6.95,0,1,3,4.53,8.14,0
7.66,2,3,2,5.29,7.18,1
6.94,2,4,2,6.9,1.32,1
8.28,1,2,3,5.57,5.78,1
7.31,1,3,2,5.25,6.91,1
6.51,2,5,1,2.4,4.01,1
7.57,1,1,1,3.23,4.53,0
7.67,2,1,0,5.89,5.67,1
8.43,1,0,5,4.47,5.98,1
7.89,3,4,2,4.82,5.75,1
7.96,2,5,1,5.38,6.45,1
7.82,0,4,1,10.0,5.43,1
7.31,2,6,4,4.51,3.75,1
6.78,1,4,1,8.27,4.11,1
7.79,4,2,3,8.13,3.44,1
7.17,2,2,3,7.11,4.08,1
9.19,0,3,4,3.81,6.12,1
8.84,2,4,1,5.77,3.45,1
8.13,0,3,3,4.72,7.14,1
7.88,3,3,1,9.53,3.02,1
7.41,4,2,4,6.32,5.41,1
6.24,2,2,0,5.07,6.67,0
7.28,1,3,2,9.07,5.9,1
7.6,2,4,2,4.79,1.31,1
7.73,1,4,4,6.6,5.27,1
7.97,0,2,1,6.9,3.52,0
8.42,4,5,0,6.19,2.36,1
6.81,1,2,3,5.29,5.45,1
6.82,1,2,1,7.18,2.5,0
8.95,0,4,1,4.24,5.49,1
8.27,4,6,0,7.73,7.91,2
7.11,4,6,4,4.94,5.6,2
7.39,1,1,2,8.18,4.53,1
7.4,0,2,2,7.59,4.68,1
7.53,3,4,4,6.6,6.83,1
7.97,1,4,3,5.32,4.39,1
10.0,4,3,2,7.71,4.07,2
7.69,3,0,0,6.64,3.14,0
8.16,2,3,2,1.0,3.21,0
5.81,0,0,2,3.86,6.79,0
7.02,2,2,0,5.84,4.03,0
8.73,4,3,4,6.06,6.11,2
7.9,1,1,1,6.91,6.27,1
5.0,3,4,1,8.6,3.09,1
8.17,1,3,2,6.67,3.41,1
9.42,4,2,4,1.33,6.15,1
5.5,2,2,0,5.9,5.28,0
9.02,0,5,1,7.93,4.64,1
5.0,1,3,2,5.72,5.92,0
8.44,0,5,5,5.91,7.02,1
7.49,1,2,1,4.51,4.92,0
5.15,3,3,1,7.4,3.86,1
7.95,0,6,4,4.79,5.23,1
8.65,4,1,2,6.69,3.39,1
7.86,0,2,0,6.36,5.29,0
8.08,2,5,0,5.61,5.0,1
7.09,4,2,2,6.47,3.37,1
5.64,2,2,2,5.9,4.19,0
8.19,3,6,0,8.05,4.35,2
9.25,4,1,1,6.85,6.47,1
8.63,2,3,4,7.58,3.25,1
5.51,2,4,3,3.97,3.38,0
5.99,0,4,2,3.85,4.25,0
6.65,1,2,0,5.63,6.13,0
5.91,0,0,1,7.0,6.45,0
7.54,3,5,5,6.56,5.52,2
7.89,2,4,2,4.0,6.43,1
